"","date","party","vote_share"
"1993","2022-01-18","Cs.max",5.94
"1994","2022-01-19","Cs.max",5.86
"1995","2022-01-20","Cs.max",5.86
"1996","2022-01-21","Cs.max",5.77
"1997","2022-01-21","Cs.max",5.77
"1998","2022-01-22","Cs.max",6.9
"1999","2022-01-23","Cs.max",6.89
"2000","2022-01-24","Cs.max",6.78
"2001","2022-01-25","Cs.max",6.02
"2002","2022-01-25","Cs.max",6.02
"2003","2022-01-25","Cs.max",6.02
"2004","2022-01-26","Cs.max",6.01
"2005","2022-01-27","Cs.max",6.01
"2006","2022-01-28","Cs.max",5.93
"2007","2022-01-29","Cs.max",5.93
"2008","2022-01-30","Cs.max",5.94
"2009","2022-01-31","Cs.max",6.3
"2010","2022-01-31","Cs.max",6.3
"2011","2022-02-01","Cs.max",6.27
"2012","2022-02-01","Cs.max",6.27
"2013","2022-02-02","Cs.max",6.8
"2014","2022-02-02","Cs.max",6.8
"2015","2022-02-02","Cs.max",6.8
"2016","2022-02-03","Cs.max",6.54
"2017","2022-02-03","Cs.max",6.54
"2018","2022-02-03","Cs.max",6.54
"2019","2022-02-04","Cs.max",6.44
"2020","2022-02-04","Cs.max",6.44
"2021","2022-02-05","Cs.max",6.47
"2022","2022-02-06","Cs.max",6.47
"2023","2022-02-07","Cs.max",6.47
"2024","2021-10-25","EV.max",NA
"2025","2021-10-26","EV.max",NA
"2026","2021-10-27","EV.max",NA
"2027","2021-10-28","EV.max",NA
"2028","2021-10-29","EV.max",NA
"2029","2021-10-30","EV.max",NA
"2030","2021-10-31","EV.max",NA
"2031","2021-11-01","EV.max",NA
"2032","2021-11-02","EV.max",NA
"2033","2021-11-03","EV.max",NA
"2034","2021-11-04","EV.max",NA
"2035","2021-11-05","EV.max",NA
"2036","2021-11-06","EV.max",NA
"2037","2021-11-07","EV.max",NA
"2038","2021-11-08","EV.max",NA
"2039","2021-11-09","EV.max",NA
"2040","2021-11-10","EV.max",NA
"2041","2021-11-11","EV.max",NA
"2042","2021-11-12","EV.max",NA
"2043","2021-11-13","EV.max",NA
"2044","2021-11-14","EV.max",NA
"2045","2021-11-15","EV.max",NA
"2046","2021-11-16","EV.max",NA
"2047","2021-11-17","EV.max",NA
"2048","2021-11-18","EV.max",NA
"2049","2021-11-19","EV.max",NA
"2050","2021-11-20","EV.max",NA
"2051","2021-11-21","EV.max",NA
"2052","2021-11-22","EV.max",NA
"2053","2021-11-23","EV.max",NA
"2054","2021-11-24","EV.max",NA
"2055","2021-11-25","EV.max",NA
"2056","2021-11-26","EV.max",NA
"2057","2021-11-27","EV.max",NA
"2058","2021-11-28","EV.max",NA
"2059","2021-11-29","EV.max",NA
"2060","2021-11-30","EV.max",NA
"2061","2021-12-01","EV.max",NA
"2062","2021-12-02","EV.max",NA
"2063","2021-12-03","EV.max",NA
"2064","2021-12-04","EV.max",NA
"2065","2021-12-05","EV.max",NA
"2066","2021-12-06","EV.max",NA
"2067","2021-12-07","EV.max",NA
"2068","2021-12-08","EV.max",NA
"2069","2021-12-09","EV.max",NA
"2070","2021-12-10","EV.max",NA
"2071","2021-12-11","EV.max",NA
"2072","2021-12-12","EV.max",NA
"2073","2021-12-13","EV.max",NA
"2074","2021-12-14","EV.max",NA
"2075","2021-12-15","EV.max",NA
"2076","2021-12-16","EV.max",NA
"2077","2021-12-17","EV.max",NA
"2078","2021-12-18","EV.max",NA
"2079","2021-12-19","EV.max",NA
"2080","2021-12-20","EV.max",2.12
"2081","2021-12-20","EV.max",2.12
"2082","2021-12-21","EV.max",2.13
"2083","2021-12-22","EV.max",2.13
"2084","2021-12-23","EV.max",2.28
"2085","2021-12-23","EV.max",2.28
"2086","2021-12-23","EV.max",2.28
"2087","2021-12-24","EV.max",2.29
"2088","2021-12-25","EV.max",2.29
"2089","2021-12-26","EV.max",2.71
"2090","2021-12-27","EV.max",2.71
"2091","2021-12-28","EV.max",2.72
"2092","2021-12-29","EV.max",2.72
"2093","2021-12-30","EV.max",2.73
"2094","2021-12-31","EV.max",2.73
"2095","2022-01-01","EV.max",2.73
"2096","2022-01-02","EV.max",3.23
"2097","2022-01-03","EV.max",3.24
"2098","2022-01-04","EV.max",3.24
"2099","2022-01-05","EV.max",3.25
"2100","2022-01-06","EV.max",3.25
"2101","2022-01-07","EV.max",2.91
"2102","2022-01-08","EV.max",2.92
"2103","2022-01-09","EV.max",3.33
"2104","2022-01-10","EV.max",3.33
"2105","2022-01-11","EV.max",3.34
"2106","2022-01-12","EV.max",3.34
"2107","2022-01-13","EV.max",3.35
"2108","2022-01-14","EV.max",2.97
"2109","2022-01-15","EV.max",2.97
"2110","2022-01-16","EV.max",3.42
"2111","2022-01-17","EV.max",3.42
"2112","2022-01-18","EV.max",3.66
"2113","2022-01-19","EV.max",4.29
"2114","2022-01-20","EV.max",4.3
"2115","2022-01-21","EV.max",4.22
"2116","2022-01-21","EV.max",4.22
"2117","2022-01-22","EV.max",4.24
"2118","2022-01-23","EV.max",4.34
"2119","2022-01-24","EV.max",4.61
"2120","2022-01-25","EV.max",5.52
"2121","2022-01-25","EV.max",5.52
"2122","2022-01-25","EV.max",5.52
"2123","2022-01-26","EV.max",5.53
"2124","2022-01-27","EV.max",5.53
"2125","2022-01-28","EV.max",4.85
"2126","2022-01-29","EV.max",4.85
"2127","2022-01-30","EV.max",4.96
"2128","2022-01-31","EV.max",5.17
"2129","2022-01-31","EV.max",5.17
"2130","2022-02-01","EV.max",4.94
"2131","2022-02-01","EV.max",4.94
"2132","2022-02-02","EV.max",5.57
"2133","2022-02-02","EV.max",5.57
"2134","2022-02-02","EV.max",5.57
"2135","2022-02-03","EV.max",5.48
"2136","2022-02-03","EV.max",5.48
"2137","2022-02-03","EV.max",5.48
"2138","2022-02-04","EV.max",5.31
"2139","2022-02-04","EV.max",5.31
"2140","2022-02-05","EV.max",5.41
"2141","2022-02-06","EV.max",5.46
"2142","2022-02-07","EV.max",5.47
"2143","2021-10-25","PP.max",42.77
"2144","2021-10-26","PP.max",42.77
"2145","2021-10-27","PP.max",42.77
"2146","2021-10-28","PP.max",42.76
"2147","2021-10-29","PP.max",42.76
"2148","2021-10-30","PP.max",42.76
"2149","2021-10-31","PP.max",42.76
"2150","2021-11-01","PP.max",42.76
"2151","2021-11-02","PP.max",42.75
"2152","2021-11-03","PP.max",42.75
"2153","2021-11-04","PP.max",42.75
"2154","2021-11-05","PP.max",42.75
"2155","2021-11-06","PP.max",42.75
"2156","2021-11-07","PP.max",42.74
"2157","2021-11-08","PP.max",42.74
"2158","2021-11-09","PP.max",42.74
"2159","2021-11-10","PP.max",42.74
"2160","2021-11-11","PP.max",42.73
"2161","2021-11-12","PP.max",43.64
"2162","2021-11-13","PP.max",43.64
"2163","2021-11-14","PP.max",43.63
"2164","2021-11-15","PP.max",43.63
"2165","2021-11-16","PP.max",43.63
"2166","2021-11-17","PP.max",43.62
"2167","2021-11-18","PP.max",43.62
"2168","2021-11-19","PP.max",43.62
"2169","2021-11-20","PP.max",43.61
"2170","2021-11-21","PP.max",43.61
"2171","2021-11-22","PP.max",43.61
"2172","2021-11-23","PP.max",43.6
"2173","2021-11-24","PP.max",43.6
"2174","2021-11-25","PP.max",43.6
"2175","2021-11-26","PP.max",43.59
"2176","2021-11-27","PP.max",43.59
"2177","2021-11-28","PP.max",43.58
"2178","2021-11-29","PP.max",43.58
"2179","2021-11-30","PP.max",43.57
"2180","2021-12-01","PP.max",43.57
"2181","2021-12-02","PP.max",43.56
"2182","2021-12-03","PP.max",43.56
"2183","2021-12-04","PP.max",43.55
"2184","2021-12-05","PP.max",43.55
"2185","2021-12-06","PP.max",43.54
"2186","2021-12-07","PP.max",43.53
"2187","2021-12-08","PP.max",43.53
"2188","2021-12-09","PP.max",43.52
"2189","2021-12-10","PP.max",43.51
"2190","2021-12-11","PP.max",43.51
"2191","2021-12-12","PP.max",43.5
"2192","2021-12-13","PP.max",43.49
"2193","2021-12-14","PP.max",43.48
"2194","2021-12-15","PP.max",44.06
"2195","2021-12-16","PP.max",44.05
"2196","2021-12-17","PP.max",44.04
"2197","2021-12-18","PP.max",44.03
"2198","2021-12-19","PP.max",44.02
"2199","2021-12-20","PP.max",43.84
"2200","2021-12-20","PP.max",43.84
"2201","2021-12-21","PP.max",43.72
"2202","2021-12-22","PP.max",43.5
"2203","2021-12-23","PP.max",43.12
"2204","2021-12-23","PP.max",43.12
"2205","2021-12-23","PP.max",43.12
"2206","2021-12-24","PP.max",43.11
"2207","2021-12-25","PP.max",43.09
"2208","2021-12-26","PP.max",42.66
"2209","2021-12-27","PP.max",42.65
"2210","2021-12-28","PP.max",42.64
"2211","2021-12-29","PP.max",42.63
"2212","2021-12-30","PP.max",42.62
"2213","2021-12-31","PP.max",42.6
"2214","2022-01-01","PP.max",42.59
"2215","2022-01-02","PP.max",42.22
"2216","2022-01-03","PP.max",42.21
"2217","2022-01-04","PP.max",42.19
"2218","2022-01-05","PP.max",42.18
"2219","2022-01-06","PP.max",42.47
"2220","2022-01-07","PP.max",42.47
"2221","2022-01-08","PP.max",42.46
"2222","2022-01-09","PP.max",42.17
"2223","2022-01-10","PP.max",42.16
"2224","2022-01-11","PP.max",42.14
"2225","2022-01-12","PP.max",42.13
"2226","2022-01-13","PP.max",42.12
"2227","2022-01-14","PP.max",42.56
"2228","2022-01-15","PP.max",42.55
"2229","2022-01-16","PP.max",42.19
"2230","2022-01-17","PP.max",42.18
"2231","2022-01-18","PP.max",41.96
"2232","2022-01-19","PP.max",41.48
"2233","2022-01-20","PP.max",41.47
"2234","2022-01-21","PP.max",41.11
"2235","2022-01-21","PP.max",41.11
"2236","2022-01-22","PP.max",39.22
"2237","2022-01-23","PP.max",39.09
"2238","2022-01-24","PP.max",39
"2239","2022-01-25","PP.max",39.42
"2240","2022-01-25","PP.max",39.42
"2241","2022-01-25","PP.max",39.42
"2242","2022-01-26","PP.max",39.41
"2243","2022-01-27","PP.max",39.39
"2244","2022-01-28","PP.max",39.86
"2245","2022-01-29","PP.max",39.85
"2246","2022-01-30","PP.max",39.63
"2247","2022-01-31","PP.max",38.81
"2248","2022-01-31","PP.max",38.81
"2249","2022-02-01","PP.max",39.01
"2250","2022-02-01","PP.max",39.01
"2251","2022-02-02","PP.max",37.55
"2252","2022-02-02","PP.max",37.55
"2253","2022-02-02","PP.max",37.55
"2254","2022-02-03","PP.max",37.76
"2255","2022-02-03","PP.max",37.76
"2256","2022-02-03","PP.max",37.76
"2257","2022-02-04","PP.max",37.81
"2258","2022-02-04","PP.max",37.81
"2259","2022-02-05","PP.max",37.78
"2260","2022-02-06","PP.max",37.68
"2261","2022-02-07","PP.max",37.66
"2262","2021-10-25","PSOE.max",34.04
"2263","2021-10-26","PSOE.max",34.04
"2264","2021-10-27","PSOE.max",34.04
"2265","2021-10-28","PSOE.max",34.04
"2266","2021-10-29","PSOE.max",34.04
"2267","2021-10-30","PSOE.max",34.04
"2268","2021-10-31","PSOE.max",34.04
"2269","2021-11-01","PSOE.max",34.04
"2270","2021-11-02","PSOE.max",34.04
"2271","2021-11-03","PSOE.max",34.04
"2272","2021-11-04","PSOE.max",34.04
"2273","2021-11-05","PSOE.max",34.03
"2274","2021-11-06","PSOE.max",34.03
"2275","2021-11-07","PSOE.max",34.03
"2276","2021-11-08","PSOE.max",34.03
"2277","2021-11-09","PSOE.max",34.03
"2278","2021-11-10","PSOE.max",34.03
"2279","2021-11-11","PSOE.max",34.03
"2280","2021-11-12","PSOE.max",34.52
"2281","2021-11-13","PSOE.max",34.52
"2282","2021-11-14","PSOE.max",34.51
"2283","2021-11-15","PSOE.max",34.51
"2284","2021-11-16","PSOE.max",34.51
"2285","2021-11-17","PSOE.max",34.51
"2286","2021-11-18","PSOE.max",34.51
"2287","2021-11-19","PSOE.max",34.51
"2288","2021-11-20","PSOE.max",34.5
"2289","2021-11-21","PSOE.max",34.5
"2290","2021-11-22","PSOE.max",34.5
"2291","2021-11-23","PSOE.max",34.5
"2292","2021-11-24","PSOE.max",34.5
"2293","2021-11-25","PSOE.max",34.5
"2294","2021-11-26","PSOE.max",34.49
"2295","2021-11-27","PSOE.max",34.49
"2296","2021-11-28","PSOE.max",34.49
"2297","2021-11-29","PSOE.max",34.49
"2298","2021-11-30","PSOE.max",34.48
"2299","2021-12-01","PSOE.max",34.48
"2300","2021-12-02","PSOE.max",34.48
"2301","2021-12-03","PSOE.max",34.48
"2302","2021-12-04","PSOE.max",34.47
"2303","2021-12-05","PSOE.max",34.47
"2304","2021-12-06","PSOE.max",34.47
"2305","2021-12-07","PSOE.max",34.46
"2306","2021-12-08","PSOE.max",34.46
"2307","2021-12-09","PSOE.max",34.46
"2308","2021-12-10","PSOE.max",34.45
"2309","2021-12-11","PSOE.max",34.45
"2310","2021-12-12","PSOE.max",34.45
"2311","2021-12-13","PSOE.max",34.44
"2312","2021-12-14","PSOE.max",34.44
"2313","2021-12-15","PSOE.max",33.79
"2314","2021-12-16","PSOE.max",33.79
"2315","2021-12-17","PSOE.max",33.79
"2316","2021-12-18","PSOE.max",33.78
"2317","2021-12-19","PSOE.max",33.78
"2318","2021-12-20","PSOE.max",33.43
"2319","2021-12-20","PSOE.max",33.43
"2320","2021-12-21","PSOE.max",34.45
"2321","2021-12-22","PSOE.max",34.47
"2322","2021-12-23","PSOE.max",34.13
"2323","2021-12-23","PSOE.max",34.13
"2324","2021-12-23","PSOE.max",34.13
"2325","2021-12-24","PSOE.max",34.12
"2326","2021-12-25","PSOE.max",34.12
"2327","2021-12-26","PSOE.max",34.3
"2328","2021-12-27","PSOE.max",34.29
"2329","2021-12-28","PSOE.max",34.29
"2330","2021-12-29","PSOE.max",34.28
"2331","2021-12-30","PSOE.max",34.27
"2332","2021-12-31","PSOE.max",34.27
"2333","2022-01-01","PSOE.max",34.26
"2334","2022-01-02","PSOE.max",34.38
"2335","2022-01-03","PSOE.max",34.38
"2336","2022-01-04","PSOE.max",34.37
"2337","2022-01-05","PSOE.max",34.36
"2338","2022-01-06","PSOE.max",34.03
"2339","2022-01-07","PSOE.max",34.24
"2340","2022-01-08","PSOE.max",34.24
"2341","2022-01-09","PSOE.max",34.14
"2342","2022-01-10","PSOE.max",34.13
"2343","2022-01-11","PSOE.max",34.12
"2344","2022-01-12","PSOE.max",34.11
"2345","2022-01-13","PSOE.max",34.1
"2346","2022-01-14","PSOE.max",33.49
"2347","2022-01-15","PSOE.max",33.48
"2348","2022-01-16","PSOE.max",33.39
"2349","2022-01-17","PSOE.max",33.38
"2350","2022-01-18","PSOE.max",33.31
"2351","2022-01-19","PSOE.max",33.15
"2352","2022-01-20","PSOE.max",33.14
"2353","2022-01-21","PSOE.max",32.75
"2354","2022-01-21","PSOE.max",32.75
"2355","2022-01-22","PSOE.max",32.69
"2356","2022-01-23","PSOE.max",32.63
"2357","2022-01-24","PSOE.max",32.34
"2358","2022-01-25","PSOE.max",31.62
"2359","2022-01-25","PSOE.max",31.62
"2360","2022-01-25","PSOE.max",31.62
"2361","2022-01-26","PSOE.max",31.62
"2362","2022-01-27","PSOE.max",31.61
"2363","2022-01-28","PSOE.max",31.66
"2364","2022-01-29","PSOE.max",31.65
"2365","2022-01-30","PSOE.max",31.61
"2366","2022-01-31","PSOE.max",31.83
"2367","2022-01-31","PSOE.max",31.83
"2368","2022-02-01","PSOE.max",31.78
"2369","2022-02-01","PSOE.max",31.78
"2370","2022-02-02","PSOE.max",31.79
"2371","2022-02-02","PSOE.max",31.79
"2372","2022-02-02","PSOE.max",31.79
"2373","2022-02-03","PSOE.max",31.98
"2374","2022-02-03","PSOE.max",31.98
"2375","2022-02-03","PSOE.max",31.98
"2376","2022-02-04","PSOE.max",31.88
"2377","2022-02-04","PSOE.max",31.88
"2378","2022-02-05","PSOE.max",31.85
"2379","2022-02-06","PSOE.max",31.77
"2380","2022-02-07","PSOE.max",31.77
"2381","2021-10-25","UP.max",6.62
"2382","2021-10-26","UP.max",6.62
"2383","2021-10-27","UP.max",6.62
"2384","2021-10-28","UP.max",6.62
"2385","2021-10-29","UP.max",6.62
"2386","2021-10-30","UP.max",6.62
"2387","2021-10-31","UP.max",6.62
"2388","2021-11-01","UP.max",6.62
"2389","2021-11-02","UP.max",6.62
"2390","2021-11-03","UP.max",6.62
"2391","2021-11-04","UP.max",6.62
"2392","2021-11-05","UP.max",6.62
"2393","2021-11-06","UP.max",6.62
"2394","2021-11-07","UP.max",6.62
"2395","2021-11-08","UP.max",6.62
"2396","2021-11-09","UP.max",6.63
"2397","2021-11-10","UP.max",6.63
"2398","2021-11-11","UP.max",6.63
"2399","2021-11-12","UP.max",7.68
"2400","2021-11-13","UP.max",7.68
"2401","2021-11-14","UP.max",7.68
"2402","2021-11-15","UP.max",7.68
"2403","2021-11-16","UP.max",7.68
"2404","2021-11-17","UP.max",7.68
"2405","2021-11-18","UP.max",7.68
"2406","2021-11-19","UP.max",7.68
"2407","2021-11-20","UP.max",7.68
"2408","2021-11-21","UP.max",7.68
"2409","2021-11-22","UP.max",7.68
"2410","2021-11-23","UP.max",7.68
"2411","2021-11-24","UP.max",7.68
"2412","2021-11-25","UP.max",7.69
"2413","2021-11-26","UP.max",7.69
"2414","2021-11-27","UP.max",7.69
"2415","2021-11-28","UP.max",7.69
"2416","2021-11-29","UP.max",7.69
"2417","2021-11-30","UP.max",7.69
"2418","2021-12-01","UP.max",7.69
"2419","2021-12-02","UP.max",7.69
"2420","2021-12-03","UP.max",7.69
"2421","2021-12-04","UP.max",7.69
"2422","2021-12-05","UP.max",7.69
"2423","2021-12-06","UP.max",7.69
"2424","2021-12-07","UP.max",7.69
"2425","2021-12-08","UP.max",7.69
"2426","2021-12-09","UP.max",7.69
"2427","2021-12-10","UP.max",7.69
"2428","2021-12-11","UP.max",7.69
"2429","2021-12-12","UP.max",7.69
"2430","2021-12-13","UP.max",7.69
"2431","2021-12-14","UP.max",7.69
"2432","2021-12-15","UP.max",7.98
"2433","2021-12-16","UP.max",7.98
"2434","2021-12-17","UP.max",7.98
"2435","2021-12-18","UP.max",7.98
"2436","2021-12-19","UP.max",7.98
"2437","2021-12-20","UP.max",7.86
"2438","2021-12-20","UP.max",7.86
"2439","2021-12-21","UP.max",7.73
"2440","2021-12-22","UP.max",7.76
"2441","2021-12-23","UP.max",8.04
"2442","2021-12-23","UP.max",8.04
"2443","2021-12-23","UP.max",8.04
"2444","2021-12-24","UP.max",8.04
"2445","2021-12-25","UP.max",8.04
"2446","2021-12-26","UP.max",7.99
"2447","2021-12-27","UP.max",7.99
"2448","2021-12-28","UP.max",7.99
"2449","2021-12-29","UP.max",7.99
"2450","2021-12-30","UP.max",7.99
"2451","2021-12-31","UP.max",7.99
"2452","2022-01-01","UP.max",7.99
"2453","2022-01-02","UP.max",7.95
"2454","2022-01-03","UP.max",7.95
"2455","2022-01-04","UP.max",7.95
"2456","2022-01-05","UP.max",7.95
"2457","2022-01-06","UP.max",7.84
"2458","2022-01-07","UP.max",8.02
"2459","2022-01-08","UP.max",8.02
"2460","2022-01-09","UP.max",8.03
"2461","2022-01-10","UP.max",8.03
"2462","2022-01-11","UP.max",8.03
"2463","2022-01-12","UP.max",8.03
"2464","2022-01-13","UP.max",8.03
"2465","2022-01-14","UP.max",8.22
"2466","2022-01-15","UP.max",8.23
"2467","2022-01-16","UP.max",8.22
"2468","2022-01-17","UP.max",8.22
"2469","2022-01-18","UP.max",8.23
"2470","2022-01-19","UP.max",8.35
"2471","2022-01-20","UP.max",8.35
"2472","2022-01-21","UP.max",8.45
"2473","2022-01-21","UP.max",8.45
"2474","2022-01-22","UP.max",8.98
"2475","2022-01-23","UP.max",8.99
"2476","2022-01-24","UP.max",8.94
"2477","2022-01-25","UP.max",8.78
"2478","2022-01-25","UP.max",8.78
"2479","2022-01-25","UP.max",8.78
"2480","2022-01-26","UP.max",8.78
"2481","2022-01-27","UP.max",8.78
"2482","2022-01-28","UP.max",8.66
"2483","2022-01-29","UP.max",8.66
"2484","2022-01-30","UP.max",8.71
"2485","2022-01-31","UP.max",8.7
"2486","2022-01-31","UP.max",8.7
"2487","2022-02-01","UP.max",8.68
"2488","2022-02-01","UP.max",8.68
"2489","2022-02-02","UP.max",8.8
"2490","2022-02-02","UP.max",8.8
"2491","2022-02-02","UP.max",8.8
"2492","2022-02-03","UP.max",8.73
"2493","2022-02-03","UP.max",8.73
"2494","2022-02-03","UP.max",8.73
"2495","2022-02-04","UP.max",8.83
"2496","2022-02-04","UP.max",8.83
"2497","2022-02-05","UP.max",8.85
"2498","2022-02-06","UP.max",8.89
"2499","2022-02-07","UP.max",8.89
"2500","2021-10-25","UPL.max",4.27
"2501","2021-10-26","UPL.max",4.27
"2502","2021-10-27","UPL.max",4.27
"2503","2021-10-28","UPL.max",4.27
"2504","2021-10-29","UPL.max",4.26
"2505","2021-10-30","UPL.max",4.26
"2506","2021-10-31","UPL.max",4.26
"2507","2021-11-01","UPL.max",4.26
"2508","2021-11-02","UPL.max",4.26
"2509","2021-11-03","UPL.max",4.26
"2510","2021-11-04","UPL.max",4.26
"2511","2021-11-05","UPL.max",4.25
"2512","2021-11-06","UPL.max",4.25
"2513","2021-11-07","UPL.max",4.25
"2514","2021-11-08","UPL.max",4.25
"2515","2021-11-09","UPL.max",4.25
"2516","2021-11-10","UPL.max",4.25
"2517","2021-11-11","UPL.max",4.25
"2518","2021-11-12","UPL.max",3.96
"2519","2021-11-13","UPL.max",3.96
"2520","2021-11-14","UPL.max",3.96
"2521","2021-11-15","UPL.max",3.96
"2522","2021-11-16","UPL.max",3.96
"2523","2021-11-17","UPL.max",3.96
"2524","2021-11-18","UPL.max",3.96
"2525","2021-11-19","UPL.max",3.95
"2526","2021-11-20","UPL.max",3.95
"2527","2021-11-21","UPL.max",3.95
"2528","2021-11-22","UPL.max",3.95
"2529","2021-11-23","UPL.max",3.95
"2530","2021-11-24","UPL.max",3.95
"2531","2021-11-25","UPL.max",3.95
"2532","2021-11-26","UPL.max",3.95
"2533","2021-11-27","UPL.max",3.94
"2534","2021-11-28","UPL.max",3.94
"2535","2021-11-29","UPL.max",3.94
"2536","2021-11-30","UPL.max",3.94
"2537","2021-12-01","UPL.max",3.94
"2538","2021-12-02","UPL.max",3.94
"2539","2021-12-03","UPL.max",3.94
"2540","2021-12-04","UPL.max",3.94
"2541","2021-12-05","UPL.max",3.94
"2542","2021-12-06","UPL.max",3.93
"2543","2021-12-07","UPL.max",3.93
"2544","2021-12-08","UPL.max",3.93
"2545","2021-12-09","UPL.max",3.93
"2546","2021-12-10","UPL.max",3.93
"2547","2021-12-11","UPL.max",3.93
"2548","2021-12-12","UPL.max",3.93
"2549","2021-12-13","UPL.max",3.93
"2550","2021-12-14","UPL.max",3.93
"2551","2021-12-15","UPL.max",4.22
"2552","2021-12-16","UPL.max",4.22
"2553","2021-12-17","UPL.max",4.22
"2554","2021-12-18","UPL.max",4.21
"2555","2021-12-19","UPL.max",4.21
"2556","2021-12-20","UPL.max",3.96
"2557","2021-12-20","UPL.max",3.96
"2558","2021-12-21","UPL.max",4.2
"2559","2021-12-22","UPL.max",4.22
"2560","2021-12-23","UPL.max",4.33
"2561","2021-12-23","UPL.max",4.33
"2562","2021-12-23","UPL.max",4.33
"2563","2021-12-24","UPL.max",4.33
"2564","2021-12-25","UPL.max",4.33
"2565","2021-12-26","UPL.max",4.3
"2566","2021-12-27","UPL.max",4.3
"2567","2021-12-28","UPL.max",4.3
"2568","2021-12-29","UPL.max",4.3
"2569","2021-12-30","UPL.max",4.3
"2570","2021-12-31","UPL.max",4.3
"2571","2022-01-01","UPL.max",4.3
"2572","2022-01-02","UPL.max",4.28
"2573","2022-01-03","UPL.max",4.28
"2574","2022-01-04","UPL.max",4.28
"2575","2022-01-05","UPL.max",4.28
"2576","2022-01-06","UPL.max",4.24
"2577","2022-01-07","UPL.max",4.25
"2578","2022-01-08","UPL.max",4.25
"2579","2022-01-09","UPL.max",4.28
"2580","2022-01-10","UPL.max",4.28
"2581","2022-01-11","UPL.max",4.28
"2582","2022-01-12","UPL.max",4.28
"2583","2022-01-13","UPL.max",4.28
"2584","2022-01-14","UPL.max",4.31
"2585","2022-01-15","UPL.max",4.31
"2586","2022-01-16","UPL.max",4.35
"2587","2022-01-17","UPL.max",4.35
"2588","2022-01-18","UPL.max",4.37
"2589","2022-01-19","UPL.max",4.39
"2590","2022-01-20","UPL.max",4.39
"2591","2022-01-21","UPL.max",4.48
"2592","2022-01-21","UPL.max",4.48
"2593","2022-01-22","UPL.max",4.78
"2594","2022-01-23","UPL.max",4.79
"2595","2022-01-24","UPL.max",4.75
"2596","2022-01-25","UPL.max",4.58
"2597","2022-01-25","UPL.max",4.58
"2598","2022-01-25","UPL.max",4.58
"2599","2022-01-26","UPL.max",4.58
"2600","2022-01-27","UPL.max",4.58
"2601","2022-01-28","UPL.max",4.57
"2602","2022-01-29","UPL.max",4.57
"2603","2022-01-30","UPL.max",4.6
"2604","2022-01-31","UPL.max",4.75
"2605","2022-01-31","UPL.max",4.75
"2606","2022-02-01","UPL.max",4.75
"2607","2022-02-01","UPL.max",4.75
"2608","2022-02-02","UPL.max",5.06
"2609","2022-02-02","UPL.max",5.06
"2610","2022-02-02","UPL.max",5.06
"2611","2022-02-03","UPL.max",5.05
"2612","2022-02-03","UPL.max",5.05
"2613","2022-02-03","UPL.max",5.05
"2614","2022-02-04","UPL.max",5.03
"2615","2022-02-04","UPL.max",5.03
"2616","2022-02-05","UPL.max",5.02
"2617","2022-02-06","UPL.max",5.03
"2618","2022-02-07","UPL.max",5.03
"2619","2021-10-25","Vox.max",16.31
"2620","2021-10-26","Vox.max",16.3
"2621","2021-10-27","Vox.max",16.3
"2622","2021-10-28","Vox.max",16.3
"2623","2021-10-29","Vox.max",16.3
"2624","2021-10-30","Vox.max",16.3
"2625","2021-10-31","Vox.max",16.3
"2626","2021-11-01","Vox.max",16.3
"2627","2021-11-02","Vox.max",16.3
"2628","2021-11-03","Vox.max",16.3
"2629","2021-11-04","Vox.max",16.3
"2630","2021-11-05","Vox.max",16.3
"2631","2021-11-06","Vox.max",16.3
"2632","2021-11-07","Vox.max",16.3
"2633","2021-11-08","Vox.max",16.3
"2634","2021-11-09","Vox.max",16.3
"2635","2021-11-10","Vox.max",16.3
"2636","2021-11-11","Vox.max",16.3
"2637","2021-11-12","Vox.max",12.51
"2638","2021-11-13","Vox.max",12.51
"2639","2021-11-14","Vox.max",12.51
"2640","2021-11-15","Vox.max",12.51
"2641","2021-11-16","Vox.max",12.5
"2642","2021-11-17","Vox.max",12.5
"2643","2021-11-18","Vox.max",12.5
"2644","2021-11-19","Vox.max",12.5
"2645","2021-11-20","Vox.max",12.5
"2646","2021-11-21","Vox.max",12.5
"2647","2021-11-22","Vox.max",12.5
"2648","2021-11-23","Vox.max",12.5
"2649","2021-11-24","Vox.max",12.5
"2650","2021-11-25","Vox.max",12.5
"2651","2021-11-26","Vox.max",12.5
"2652","2021-11-27","Vox.max",12.5
"2653","2021-11-28","Vox.max",12.5
"2654","2021-11-29","Vox.max",12.5
"2655","2021-11-30","Vox.max",12.5
"2656","2021-12-01","Vox.max",12.5
"2657","2021-12-02","Vox.max",12.5
"2658","2021-12-03","Vox.max",12.5
"2659","2021-12-04","Vox.max",12.5
"2660","2021-12-05","Vox.max",12.5
"2661","2021-12-06","Vox.max",12.5
"2662","2021-12-07","Vox.max",12.5
"2663","2021-12-08","Vox.max",12.5
"2664","2021-12-09","Vox.max",12.5
"2665","2021-12-10","Vox.max",12.49
"2666","2021-12-11","Vox.max",12.49
"2667","2021-12-12","Vox.max",12.49
"2668","2021-12-13","Vox.max",12.49
"2669","2021-12-14","Vox.max",12.49
"2670","2021-12-15","Vox.max",15.03
"2671","2021-12-16","Vox.max",15.03
"2672","2021-12-17","Vox.max",15.03
