"","date","party","vote_share"
"3339","2021-10-31","UP.enc",NA
"3340","2021-11-01","UP.enc",NA
"3341","2021-11-02","UP.enc",NA
"3342","2021-11-03","UP.enc",NA
"3343","2021-11-04","UP.enc",NA
"3344","2021-11-05","UP.enc",NA
"3345","2021-11-06","UP.enc",NA
"3346","2021-11-07","UP.enc",NA
"3347","2021-11-08","UP.enc",NA
"3348","2021-11-09","UP.enc",NA
"3349","2021-11-10","UP.enc",NA
"3350","2021-11-11","UP.enc",NA
"3351","2021-11-12","UP.enc",6.1
"3352","2021-11-13","UP.enc",NA
"3353","2021-11-14","UP.enc",NA
"3354","2021-11-15","UP.enc",NA
"3355","2021-11-16","UP.enc",NA
"3356","2021-11-17","UP.enc",NA
"3357","2021-11-18","UP.enc",NA
"3358","2021-11-19","UP.enc",NA
"3359","2021-11-20","UP.enc",NA
"3360","2021-11-21","UP.enc",NA
"3361","2021-11-22","UP.enc",NA
"3362","2021-11-23","UP.enc",NA
"3363","2021-11-24","UP.enc",NA
"3364","2021-11-25","UP.enc",NA
"3365","2021-11-26","UP.enc",NA
"3366","2021-11-27","UP.enc",NA
"3367","2021-11-28","UP.enc",NA
"3368","2021-11-29","UP.enc",NA
"3369","2021-11-30","UP.enc",NA
"3370","2021-12-01","UP.enc",NA
"3371","2021-12-02","UP.enc",NA
"3372","2021-12-03","UP.enc",NA
"3373","2021-12-04","UP.enc",NA
"3374","2021-12-05","UP.enc",NA
"3375","2021-12-06","UP.enc",NA
"3376","2021-12-07","UP.enc",NA
"3377","2021-12-08","UP.enc",NA
"3378","2021-12-09","UP.enc",NA
"3379","2021-12-10","UP.enc",NA
"3380","2021-12-11","UP.enc",NA
"3381","2021-12-12","UP.enc",NA
"3382","2021-12-13","UP.enc",NA
"3383","2021-12-14","UP.enc",NA
"3384","2021-12-15","UP.enc",6.3
"3385","2021-12-16","UP.enc",NA
"3386","2021-12-17","UP.enc",NA
"3387","2021-12-18","UP.enc",NA
"3388","2021-12-19","UP.enc",NA
"3389","2021-12-20","UP.enc",5.9
"3390","2021-12-20","UP.enc",6.2
"3391","2021-12-21","UP.enc",6.2
"3392","2021-12-22","UP.enc",5.1
"3393","2021-12-23","UP.enc",5.6
"3394","2021-12-23","UP.enc",5.7
"3395","2021-12-23","UP.enc",7.6
"3396","2021-12-24","UP.enc",NA
"3397","2021-12-25","UP.enc",NA
"3398","2021-12-26","UP.enc",5.8
"3399","2021-12-27","UP.enc",NA
"3400","2021-12-28","UP.enc",NA
"3401","2021-12-29","UP.enc",NA
"3402","2021-12-30","UP.enc",NA
"3403","2021-12-31","UP.enc",NA
"3404","2022-01-01","UP.enc",NA
"3405","2022-01-02","UP.enc",5.7
"3406","2022-01-03","UP.enc",NA
"3407","2022-01-04","UP.enc",NA
"3408","2022-01-05","UP.enc",NA
"3409","2022-01-06","UP.enc",5.5
"3410","2022-01-07","UP.enc",7
"3411","2022-01-08","UP.enc",NA
"3412","2022-01-09","UP.enc",6.4
"3413","2022-01-10","UP.enc",NA
"3414","2022-01-11","UP.enc",NA
"3415","2022-01-12","UP.enc",NA
"3416","2022-01-13","UP.enc",NA
"3417","2022-01-14","UP.enc",6
"3418","2022-01-15","UP.enc",NA
"3419","2022-01-16","UP.enc",6.4
"3420","2022-01-17","UP.enc",NA
"3421","2022-01-18","UP.enc",6.7
"3422","2022-01-19","UP.enc",7.3
"3423","2022-01-20","UP.enc",NA
"3424","2022-01-21","UP.enc",7.1
"3425","2022-01-21","UP.enc",6.3
"3426","2022-01-22","UP.enc",8.7
"3427","2022-01-23","UP.enc",7.6
"3428","2022-01-24","UP.enc",6.6
"3429","2022-01-25","UP.enc",7.9
"3430","2022-01-25","UP.enc",7
"3431","2022-01-25","UP.enc",7.5
"3432","2022-01-26","UP.enc",NA
"3433","2022-01-27","UP.enc",NA
"3434","2022-01-28","UP.enc",6.3
"3435","2022-01-29","UP.enc",NA
"3436","2022-01-30","UP.enc",8.2
"3437","2022-01-31","UP.enc",6.6
"3438","2022-01-31","UP.enc",6.8
"3439","2022-02-01","UP.enc",6.2
"3440","2022-02-01","UP.enc",8.6
"3441","2022-02-02","UP.enc",7.1
"3442","2022-02-02","UP.enc",7.8
"3443","2022-02-02","UP.enc",7.2
"3444","2022-02-03","UP.enc",7.7
"3445","2022-02-03","UP.enc",6.5
"3446","2022-02-03","UP.enc",7.4
"3447","2022-02-04","UP.enc",7.4
"3448","2022-02-04","UP.enc",6.5
"3449","2022-02-05","UP.enc",7.4
"3450","2022-02-06","UP.enc",8.4
"3451","2022-02-07","UP.enc",NA
"3452","2021-10-25","UPL.enc",2.7
"3453","2021-10-26","UPL.enc",NA
"3454","2021-10-27","UPL.enc",NA
"3455","2021-10-28","UPL.enc",NA
"3456","2021-10-29","UPL.enc",NA
"3457","2021-10-30","UPL.enc",NA
"3458","2021-10-31","UPL.enc",NA
"3459","2021-11-01","UPL.enc",NA
"3460","2021-11-02","UPL.enc",NA
"3461","2021-11-03","UPL.enc",NA
"3462","2021-11-04","UPL.enc",NA
"3463","2021-11-05","UPL.enc",NA
"3464","2021-11-06","UPL.enc",NA
"3465","2021-11-07","UPL.enc",NA
"3466","2021-11-08","UPL.enc",NA
"3467","2021-11-09","UPL.enc",NA
"3468","2021-11-10","UPL.enc",NA
"3469","2021-11-11","UPL.enc",NA
"3470","2021-11-12","UPL.enc",2.3
"3471","2021-11-13","UPL.enc",NA
"3472","2021-11-14","UPL.enc",NA
"3473","2021-11-15","UPL.enc",NA
"3474","2021-11-16","UPL.enc",NA
"3475","2021-11-17","UPL.enc",NA
"3476","2021-11-18","UPL.enc",NA
"3477","2021-11-19","UPL.enc",NA
"3478","2021-11-20","UPL.enc",NA
"3479","2021-11-21","UPL.enc",NA
"3480","2021-11-22","UPL.enc",NA
"3481","2021-11-23","UPL.enc",NA
"3482","2021-11-24","UPL.enc",NA
"3483","2021-11-25","UPL.enc",NA
"3484","2021-11-26","UPL.enc",NA
"3485","2021-11-27","UPL.enc",NA
"3486","2021-11-28","UPL.enc",NA
"3487","2021-11-29","UPL.enc",NA
"3488","2021-11-30","UPL.enc",NA
"3489","2021-12-01","UPL.enc",NA
"3490","2021-12-02","UPL.enc",NA
"3491","2021-12-03","UPL.enc",NA
"3492","2021-12-04","UPL.enc",NA
"3493","2021-12-05","UPL.enc",NA
"3494","2021-12-06","UPL.enc",NA
"3495","2021-12-07","UPL.enc",NA
"3496","2021-12-08","UPL.enc",NA
"3497","2021-12-09","UPL.enc",NA
"3498","2021-12-10","UPL.enc",NA
"3499","2021-12-11","UPL.enc",NA
"3500","2021-12-12","UPL.enc",NA
"3501","2021-12-13","UPL.enc",NA
"3502","2021-12-14","UPL.enc",NA
"3503","2021-12-15","UPL.enc",2.8
"3504","2021-12-16","UPL.enc",NA
"3505","2021-12-17","UPL.enc",NA
"3506","2021-12-18","UPL.enc",NA
"3507","2021-12-19","UPL.enc",NA
"3508","2021-12-20","UPL.enc",2.1
"3509","2021-12-20","UPL.enc",2.6
"3510","2021-12-21","UPL.enc",3
"3511","2021-12-22","UPL.enc",2.8
"3512","2021-12-23","UPL.enc",2.9
"3513","2021-12-23","UPL.enc",3
"3514","2021-12-23","UPL.enc",2.9
"3515","2021-12-24","UPL.enc",NA
"3516","2021-12-25","UPL.enc",NA
"3517","2021-12-26","UPL.enc",2.6
"3518","2021-12-27","UPL.enc",NA
"3519","2021-12-28","UPL.enc",NA
"3520","2021-12-29","UPL.enc",NA
"3521","2021-12-30","UPL.enc",NA
"3522","2021-12-31","UPL.enc",NA
"3523","2022-01-01","UPL.enc",NA
"3524","2022-01-02","UPL.enc",2.6
"3525","2022-01-03","UPL.enc",NA
"3526","2022-01-04","UPL.enc",NA
"3527","2022-01-05","UPL.enc",NA
"3528","2022-01-06","UPL.enc",2.5
"3529","2022-01-07","UPL.enc",2.8
"3530","2022-01-08","UPL.enc",NA
"3531","2022-01-09","UPL.enc",3.2
"3532","2022-01-10","UPL.enc",NA
"3533","2022-01-11","UPL.enc",NA
"3534","2022-01-12","UPL.enc",NA
"3535","2022-01-13","UPL.enc",NA
"3536","2022-01-14","UPL.enc",2.9
"3537","2022-01-15","UPL.enc",NA
"3538","2022-01-16","UPL.enc",3.4
"3539","2022-01-17","UPL.enc",NA
"3540","2022-01-18","UPL.enc",3.4
"3541","2022-01-19","UPL.enc",3
"3542","2022-01-20","UPL.enc",NA
"3543","2022-01-21","UPL.enc",3.1
"3544","2022-01-21","UPL.enc",3.2
"3545","2022-01-22","UPL.enc",4
"3546","2022-01-23","UPL.enc",3.6
"3547","2022-01-24","UPL.enc",3
"3548","2022-01-25","UPL.enc",3.7
"3549","2022-01-25","UPL.enc",3.2
"3550","2022-01-25","UPL.enc",3
"3551","2022-01-26","UPL.enc",NA
"3552","2022-01-27","UPL.enc",NA
"3553","2022-01-28","UPL.enc",3
"3554","2022-01-29","UPL.enc",NA
"3555","2022-01-30","UPL.enc",3.8
"3556","2022-01-31","UPL.enc",3.8
"3557","2022-01-31","UPL.enc",3.1
"3558","2022-02-01","UPL.enc",3.1
"3559","2022-02-01","UPL.enc",3.9
"3560","2022-02-02","UPL.enc",3.9
"3561","2022-02-02","UPL.enc",3.2
"3562","2022-02-02","UPL.enc",4.6
"3563","2022-02-03","UPL.enc",3.4
"3564","2022-02-03","UPL.enc",3.8
"3565","2022-02-03","UPL.enc",3.1
"3566","2022-02-04","UPL.enc",3.3
"3567","2022-02-04","UPL.enc",3.6
"3568","2022-02-05","UPL.enc",3.4
"3569","2022-02-06","UPL.enc",4
"3570","2022-02-07","UPL.enc",NA
"3571","2021-10-25","Vox.enc",14.3
"3572","2021-10-26","Vox.enc",NA
"3573","2021-10-27","Vox.enc",NA
"3574","2021-10-28","Vox.enc",NA
"3575","2021-10-29","Vox.enc",NA
"3576","2021-10-30","Vox.enc",NA
"3577","2021-10-31","Vox.enc",NA
"3578","2021-11-01","Vox.enc",NA
"3579","2021-11-02","Vox.enc",NA
"3580","2021-11-03","Vox.enc",NA
"3581","2021-11-04","Vox.enc",NA
"3582","2021-11-05","Vox.enc",NA
"3583","2021-11-06","Vox.enc",NA
"3584","2021-11-07","Vox.enc",NA
"3585","2021-11-08","Vox.enc",NA
"3586","2021-11-09","Vox.enc",NA
"3587","2021-11-10","Vox.enc",NA
"3588","2021-11-11","Vox.enc",NA
"3589","2021-11-12","Vox.enc",8.6
"3590","2021-11-13","Vox.enc",NA
"3591","2021-11-14","Vox.enc",NA
"3592","2021-11-15","Vox.enc",NA
"3593","2021-11-16","Vox.enc",NA
"3594","2021-11-17","Vox.enc",NA
"3595","2021-11-18","Vox.enc",NA
"3596","2021-11-19","Vox.enc",NA
"3597","2021-11-20","Vox.enc",NA
"3598","2021-11-21","Vox.enc",NA
"3599","2021-11-22","Vox.enc",NA
"3600","2021-11-23","Vox.enc",NA
"3601","2021-11-24","Vox.enc",NA
"3602","2021-11-25","Vox.enc",NA
"3603","2021-11-26","Vox.enc",NA
"3604","2021-11-27","Vox.enc",NA
"3605","2021-11-28","Vox.enc",NA
"3606","2021-11-29","Vox.enc",NA
"3607","2021-11-30","Vox.enc",NA
"3608","2021-12-01","Vox.enc",NA
"3609","2021-12-02","Vox.enc",NA
"3610","2021-12-03","Vox.enc",NA
"3611","2021-12-04","Vox.enc",NA
"3612","2021-12-05","Vox.enc",NA
"3613","2021-12-06","Vox.enc",NA
"3614","2021-12-07","Vox.enc",NA
"3615","2021-12-08","Vox.enc",NA
"3616","2021-12-09","Vox.enc",NA
"3617","2021-12-10","Vox.enc",NA
"3618","2021-12-11","Vox.enc",NA
"3619","2021-12-12","Vox.enc",NA
"3620","2021-12-13","Vox.enc",NA
"3621","2021-12-14","Vox.enc",NA
"3622","2021-12-15","Vox.enc",13.6
"3623","2021-12-16","Vox.enc",NA
"3624","2021-12-17","Vox.enc",NA
"3625","2021-12-18","Vox.enc",NA
"3626","2021-12-19","Vox.enc",NA
"3627","2021-12-20","Vox.enc",12.4
"3628","2021-12-20","Vox.enc",14.4
"3629","2021-12-21","Vox.enc",9.7
"3630","2021-12-22","Vox.enc",12.1
"3631","2021-12-23","Vox.enc",13.5
"3632","2021-12-23","Vox.enc",10.4
"3633","2021-12-23","Vox.enc",14
"3634","2021-12-24","Vox.enc",NA
"3635","2021-12-25","Vox.enc",NA
"3636","2021-12-26","Vox.enc",14.3
"3637","2021-12-27","Vox.enc",NA
"3638","2021-12-28","Vox.enc",NA
"3639","2021-12-29","Vox.enc",NA
"3640","2021-12-30","Vox.enc",NA
"3641","2021-12-31","Vox.enc",NA
"3642","2022-01-01","Vox.enc",NA
"3643","2022-01-02","Vox.enc",14.3
"3644","2022-01-03","Vox.enc",NA
"3645","2022-01-04","Vox.enc",NA
"3646","2022-01-05","Vox.enc",NA
"3647","2022-01-06","Vox.enc",12.8
"3648","2022-01-07","Vox.enc",11.1
"3649","2022-01-08","Vox.enc",NA
"3650","2022-01-09","Vox.enc",14.1
"3651","2022-01-10","Vox.enc",NA
"3652","2022-01-11","Vox.enc",NA
"3653","2022-01-12","Vox.enc",NA
"3654","2022-01-13","Vox.enc",NA
"3655","2022-01-14","Vox.enc",13.1
"3656","2022-01-15","Vox.enc",NA
"3657","2022-01-16","Vox.enc",14.9
"3658","2022-01-17","Vox.enc",NA
"3659","2022-01-18","Vox.enc",14.9
"3660","2022-01-19","Vox.enc",12.2
"3661","2022-01-20","Vox.enc",NA
"3662","2022-01-21","Vox.enc",13
"3663","2022-01-21","Vox.enc",13.2
"3664","2022-01-22","Vox.enc",9.3
"3665","2022-01-23","Vox.enc",16
"3666","2022-01-24","Vox.enc",14
"3667","2022-01-25","Vox.enc",16.2
"3668","2022-01-25","Vox.enc",12.3
"3669","2022-01-25","Vox.enc",14.1
"3670","2022-01-26","Vox.enc",NA
"3671","2022-01-27","Vox.enc",NA
"3672","2022-01-28","Vox.enc",13.1
"3673","2022-01-29","Vox.enc",NA
"3674","2022-01-30","Vox.enc",16.8
"3675","2022-01-31","Vox.enc",15.1
"3676","2022-01-31","Vox.enc",10.3
"3677","2022-02-01","Vox.enc",12.7
"3678","2022-02-01","Vox.enc",16.8
"3679","2022-02-02","Vox.enc",13.4
"3680","2022-02-02","Vox.enc",15.2
"3681","2022-02-02","Vox.enc",11
"3682","2022-02-03","Vox.enc",15.9
"3683","2022-02-03","Vox.enc",12.8
"3684","2022-02-03","Vox.enc",13.1
"3685","2022-02-04","Vox.enc",15.1
"3686","2022-02-04","Vox.enc",14.7
"3687","2022-02-05","Vox.enc",14.3
"3688","2022-02-06","Vox.enc",16.9
"3689","2022-02-07","Vox.enc",NA
"3690","2021-10-25","XAV.enc",0.6
"3691","2021-10-26","XAV.enc",NA
"3692","2021-10-27","XAV.enc",NA
"3693","2021-10-28","XAV.enc",NA
"3694","2021-10-29","XAV.enc",NA
"3695","2021-10-30","XAV.enc",NA
"3696","2021-10-31","XAV.enc",NA
"3697","2021-11-01","XAV.enc",NA
"3698","2021-11-02","XAV.enc",NA
"3699","2021-11-03","XAV.enc",NA
"3700","2021-11-04","XAV.enc",NA
"3701","2021-11-05","XAV.enc",NA
"3702","2021-11-06","XAV.enc",NA
"3703","2021-11-07","XAV.enc",NA
"3704","2021-11-08","XAV.enc",NA
"3705","2021-11-09","XAV.enc",NA
"3706","2021-11-10","XAV.enc",NA
"3707","2021-11-11","XAV.enc",NA
"3708","2021-11-12","XAV.enc",0.9
"3709","2021-11-13","XAV.enc",NA
"3710","2021-11-14","XAV.enc",NA
"3711","2021-11-15","XAV.enc",NA
"3712","2021-11-16","XAV.enc",NA
"3713","2021-11-17","XAV.enc",NA
"3714","2021-11-18","XAV.enc",NA
"3715","2021-11-19","XAV.enc",NA
"3716","2021-11-20","XAV.enc",NA
"3717","2021-11-21","XAV.enc",NA
"3718","2021-11-22","XAV.enc",NA
"3719","2021-11-23","XAV.enc",NA
"3720","2021-11-24","XAV.enc",NA
"3721","2021-11-25","XAV.enc",NA
"3722","2021-11-26","XAV.enc",NA
"3723","2021-11-27","XAV.enc",NA
"3724","2021-11-28","XAV.enc",NA
"3725","2021-11-29","XAV.enc",NA
"3726","2021-11-30","XAV.enc",NA
"3727","2021-12-01","XAV.enc",NA
"3728","2021-12-02","XAV.enc",NA
"3729","2021-12-03","XAV.enc",NA
"3730","2021-12-04","XAV.enc",NA
"3731","2021-12-05","XAV.enc",NA
"3732","2021-12-06","XAV.enc",NA
"3733","2021-12-07","XAV.enc",NA
"3734","2021-12-08","XAV.enc",NA
"3735","2021-12-09","XAV.enc",NA
"3736","2021-12-10","XAV.enc",NA
"3737","2021-12-11","XAV.enc",NA
"3738","2021-12-12","XAV.enc",NA
"3739","2021-12-13","XAV.enc",NA
"3740","2021-12-14","XAV.enc",NA
"3741","2021-12-15","XAV.enc",0.6
"3742","2021-12-16","XAV.enc",NA
"3743","2021-12-17","XAV.enc",NA
"3744","2021-12-18","XAV.enc",NA
"3745","2021-12-19","XAV.enc",NA
"3746","2021-12-20","XAV.enc",0.8
"3747","2021-12-20","XAV.enc",1
"3748","2021-12-21","XAV.enc",0.6
"3749","2021-12-22","XAV.enc",0.4
"3750","2021-12-23","XAV.enc",0.4
"3751","2021-12-23","XAV.enc",0.7
"3752","2021-12-23","XAV.enc",0.9
"3753","2021-12-24","XAV.enc",NA
"3754","2021-12-25","XAV.enc",NA
"3755","2021-12-26","XAV.enc",0.9
"3756","2021-12-27","XAV.enc",NA
"3757","2021-12-28","XAV.enc",NA
"3758","2021-12-29","XAV.enc",NA
"3759","2021-12-30","XAV.enc",NA
"3760","2021-12-31","XAV.enc",NA
"3761","2022-01-01","XAV.enc",NA
"3762","2022-01-02","XAV.enc",0.8
"3763","2022-01-03","XAV.enc",NA
"3764","2022-01-04","XAV.enc",NA
"3765","2022-01-05","XAV.enc",NA
"3766","2022-01-06","XAV.enc",0.7
"3767","2022-01-07","XAV.enc",0.9
"3768","2022-01-08","XAV.enc",NA
"3769","2022-01-09","XAV.enc",0.7
"3770","2022-01-10","XAV.enc",NA
"3771","2022-01-11","XAV.enc",NA
"3772","2022-01-12","XAV.enc",NA
"3773","2022-01-13","XAV.enc",NA
"3774","2022-01-14","XAV.enc",0.5
"3775","2022-01-15","XAV.enc",NA
"3776","2022-01-16","XAV.enc",0.6
"3777","2022-01-17","XAV.enc",NA
"3778","2022-01-18","XAV.enc",0.6
"3779","2022-01-19","XAV.enc",0.8
"3780","2022-01-20","XAV.enc",NA
"3781","2022-01-21","XAV.enc",NA
"3782","2022-01-21","XAV.enc",0.8
"3783","2022-01-22","XAV.enc",1.1
"3784","2022-01-23","XAV.enc",0.6
"3785","2022-01-24","XAV.enc",1.3
"3786","2022-01-25","XAV.enc",0.6
"3787","2022-01-25","XAV.enc",0.8
"3788","2022-01-25","XAV.enc",0.6
"3789","2022-01-26","XAV.enc",NA
"3790","2022-01-27","XAV.enc",NA
"3791","2022-01-28","XAV.enc",0.7
"3792","2022-01-29","XAV.enc",NA
"3793","2022-01-30","XAV.enc",0.6
"3794","2022-01-31","XAV.enc",1.4
"3795","2022-01-31","XAV.enc",0.7
"3796","2022-02-01","XAV.enc",0.8
"3797","2022-02-01","XAV.enc",0.7
"3798","2022-02-02","XAV.enc",0.6
"3799","2022-02-02","XAV.enc",1.3
"3800","2022-02-02","XAV.enc",1.2
"3801","2022-02-03","XAV.enc",0.8
"3802","2022-02-03","XAV.enc",1.3
"3803","2022-02-03","XAV.enc",0.8
"3804","2022-02-04","XAV.enc",NA
"3805","2022-02-04","XAV.enc",0.9
"3806","2022-02-05","XAV.enc",0.8
"3807","2022-02-06","XAV.enc",0.7
"3808","2022-02-07","XAV.enc",NA
